family,topic,category,primaryKeyword,pageType,angleSlug,angleLabel,angleType,citySlug,cityLabel,slug,url,title,h1,metaDescription,wordTarget,ctaPrimary,ctaSecondary,status
"ai-video-editing","AI Video Editing","AI Core","ai video editing","video-family","for-students","For Students","audience","delhi","Delhi","ai-video-editing-for-students-in-delhi","https://sikhadenge.in/ai-video-editing-for-students-in-delhi","AI Video Editing For Students in Delhi | Sikhadenge","AI Video Editing For Students in Delhi","AI Video Editing for students in Delhi. Learn practical skills, roadmap, tools, career direction, earning opportunities, and structured guidance with Sikhadenge.","1200","Join Free Masterclass","Explore AI Learning Path","planned"
"ai-video-editing","AI Video Editing","AI Core","ai video editing","video-family","for-students","For Students","audience","mumbai","Mumbai","ai-video-editing-for-students-in-mumbai","https://sikhadenge.in/ai-video-editing-for-students-in-mumbai","AI Video Editing For Students in Mumbai | Sikhadenge","AI Video Editing For Students in Mumbai","AI Video Editing for students in Mumbai. Learn practical skills, roadmap, tools, career direction, earning opportunities, and structured guidance with Sikhadenge.","1200","Join Free Masterclass","Explore AI Learning Path","planned"
"ai-video-editing","AI Video Editing","AI Core","ai video editing","video-family","for-students","For Students","audience","bangalore","Bangalore","ai-video-editing-for-students-in-bangalore","https://sikhadenge.in/ai-video-editing-for-students-in-bangalore","AI Video Editing For Students in Bangalore | Sikhadenge","AI Video Editing For Students in Bangalore","AI Video Editing for students in Bangalore. Learn practical skills, roadmap, tools, career direction, earning opportunities, and structured guidance with Sikhadenge.","1200","Join Free Masterclass","Explore AI Learning Path","planned"
"ai-video-editing","AI Video Editing","AI Core","ai video editing","video-family","for-students","For Students","audience","hyderabad","Hyderabad","ai-video-editing-for-students-in-hyderabad","https://sikhadenge.in/ai-video-editing-for-students-in-hyderabad","AI Video Editing For Students in Hyderabad | Sikhadenge","AI Video Editing For Students in Hyderabad","AI Video Editing for students in Hyderabad. Learn practical skills, roadmap, tools, career direction, earning opportunities, and structured guidance with Sikhadenge.","1200","Join Free Masterclass","Explore AI Learning Path","planned"
"ai-video-editing","AI Video Editing","AI Core","ai video editing","video-family","for-students","For Students","audience","pune","Pune","ai-video-editing-for-students-in-pune","https://sikhadenge.in/ai-video-editing-for-students-in-pune","AI Video Editing For Students in Pune | Sikhadenge","AI Video Editing For Students in Pune","AI Video Editing for students in Pune. Learn practical skills, roadmap, tools, career direction, earning opportunities, and structured guidance with Sikhadenge.","1200","Join Free Masterclass","Explore AI Learning Path","planned"
"ai-video-editing","AI Video Editing","AI Core","ai video editing","video-family","for-students","For Students","audience","chennai","Chennai","ai-video-editing-for-students-in-chennai","https://sikhadenge.in/ai-video-editing-for-students-in-chennai","AI Video Editing For Students in Chennai | Sikhadenge","AI Video Editing For Students in Chennai","AI Video Editing for students in Chennai. Learn practical skills, roadmap, tools, career direction, earning opportunities, and structured guidance with Sikhadenge.","1200","Join Free Masterclass","Explore AI Learning Path","planned"
"ai-video-editing","AI Video Editing","AI Core","ai video editing","video-family","for-students","For Students","audience","kolkata","Kolkata","ai-video-editing-for-students-in-kolkata","https://sikhadenge.in/ai-video-editing-for-students-in-kolkata","AI Video Editing For Students in Kolkata | Sikhadenge","AI Video Editing For Students in Kolkata","AI Video Editing for students in Kolkata. Learn practical skills, roadmap, tools, career direction, earning opportunities, and structured guidance with Sikhadenge.","1200","Join Free Masterclass","Explore AI Learning Path","planned"
"ai-video-editing","AI Video Editing","AI Core","ai video editing","video-family","for-students","For Students","audience","jaipur","Jaipur","ai-video-editing-for-students-in-jaipur","https://sikhadenge.in/ai-video-editing-for-students-in-jaipur","AI Video Editing For Students in Jaipur | Sikhadenge","AI Video Editing For Students in Jaipur","AI Video Editing for students in Jaipur. Learn practical skills, roadmap, tools, career direction, earning opportunities, and structured guidance with Sikhadenge.","1200","Join Free Masterclass","Explore AI Learning Path","planned"
"ai-video-editing","AI Video Editing","AI Core","ai video editing","video-family","for-students","For Students","audience","lucknow","Lucknow","ai-video-editing-for-students-in-lucknow","https://sikhadenge.in/ai-video-editing-for-students-in-lucknow","AI Video Editing For Students in Lucknow | Sikhadenge","AI Video Editing For Students in Lucknow","AI Video Editing for students in Lucknow. Learn practical skills, roadmap, tools, career direction, earning opportunities, and structured guidance with Sikhadenge.","1200","Join Free Masterclass","Explore AI Learning Path","planned"
"ai-video-editing","AI Video Editing","AI Core","ai video editing","video-family","for-students","For Students","audience","kanpur","Kanpur","ai-video-editing-for-students-in-kanpur","https://sikhadenge.in/ai-video-editing-for-students-in-kanpur","AI Video Editing For Students in Kanpur | Sikhadenge","AI Video Editing For Students in Kanpur","AI Video Editing for students in Kanpur. Learn practical skills, roadmap, tools, career direction, earning opportunities, and structured guidance with Sikhadenge.","1200","Join Free Masterclass","Explore AI Learning Path","planned"
